"","Sport","Walk","Travel","Fish","Gender","Age","Marital.St","Prof"
"24023410","0","1","0","0","F","(35,45]","Single","Foreman"
"24023510","0","1","1","0","M","(65,75]","Married","Employee"
"24023610","1","0","1","0","M","(45,55]","Married","Manual labourer"
"24023810","0","0","0","1","M","(65,75]","Married","Manual labourer"
"24024110","0","0","0","0","F","(25,35]","Single","Manual labourer"
"24024310","1","0","0","0","F","(35,45]","Married","Manual labourer"
"24024410","0","0","0","0","M","(35,45]","Married","Manual labourer"
"24024510","1","0","1","1","F","(55,65]","Married","Employee"
"24024610","0","0","0","0","M","(35,45]","Married","Manual labourer"
"24024710","0","0","1","0","F","(45,55]","Married","Employee"
"24024810","0","0","0","0","F","(65,75]","Widower","Employee"
"24024910","0","1","0","0","M","(45,55]","Married","Technician"
"24025010","1","1","1","1","F","(45,55]","Married","Employee"
"24025210","1","1","1","0","F","(45,55]","Married","Management"
"24025310","0","0","0","1","F","(35,45]","Married","Unskilled worker"
"24025410","0","0","1","1","M","(55,65]","Divorcee","Unskilled worker"
"24025610","0","0","0","0","M","(25,35]","Married","Foreman"
"24026010","1","1","1","0","F","(45,55]","Married","Employee"
"24026110","0","0","0","1","M","(35,45]","Married","Unskilled worker"
"24026210","1","1","1","0","M","(55,65]","Remarried","Foreman"
"24026310","1","1","1","0","M","(55,65]","Remarried","Management"
"24026410","0","0","0","1","M","(65,75]","Married","Unskilled worker"
"24026610","0","1","1","0","F","(35,45]","Married","Employee"
"24026810","0","1","0","0","M","(45,55]","Married","Management"
"24026910","0","0","0","0","M","(55,65]","Married","Foreman"
"24027010","0","0","0","0","F","(55,65]","Married","Employee"
"24027110","0","1","1","0","F","(55,65]","Widower","Employee"
"24027210","0","0","0","0","F","(65,75]","Married","Employee"
"24027310","0","0","0","0","F","(55,65]","Married","Unskilled worker"
"24027410","0","0","0","0","F","(75,85]","Widower","Employee"
"24027510","0","1","0","0","F","(65,75]","Widower","Manual labourer"
"24027610","0","0","1","0","F","(35,45]","Divorcee","Employee"
"24027810","0","1","1","1","M","(35,45]","Divorcee","Management"
"24027910","1","0","0","0","M","(25,35]","Single","Unskilled worker"
"24028010","1","1","0","0","F","(35,45]","Married","Employee"
"24028210","0","0","0","0","M","(35,45]","Married","Unskilled worker"
"24028510","0","0","0","1","M","(55,65]","Married","Other"
"24028710","0","1","0","0","F","(55,65]","Married","Employee"
"24028810","0","1","1","0","F","(65,75]","Single","Employee"
"24028910","0","0","0","0","F","(35,45]","Married","Employee"
"24029010","0","0","0","0","M","(55,65]","Widower","Management"
"24029310","1","1","0","0","F","(35,45]","Married","Manual labourer"
"24029410","0","0","1","0","F","(45,55]","Married","Unskilled worker"
"24029510","0","0","1","0","F","(55,65]","Married","Unskilled worker"
"24029610","0","1","1","1","M","(25,35]","Married","Management"
"24030010","0","0","0","0","F","[15,25]","Single","Employee"
"24030710","0","1","1","0","F","[15,25]","Single","Employee"
"24031010","1","0","0","0","M","(65,75]","Single","Manual labourer"
"24031210","0","0","0","0","M","(25,35]","Single","Unskilled worker"
"24031410","0","0","0","1","M","(25,35]","Single","Unskilled worker"
"24031610","0","1","0","1","M","(35,45]","Married","Manual labourer"
"24031910","0","1","0","0","F","(35,45]","Married","Manual labourer"
"24032010","0","0","1","0","F","(55,65]","Widower","Employee"
"24032210","0","1","0","0","F","(55,65]","Married","Unskilled worker"
"24032710","0","0","0","0","M","(65,75]","Married","Unskilled worker"
"24032910","0","1","0","0","M","(35,45]","Married","Manual labourer"
"24033410","0","0","1","0","F","(65,75]","Married","Other"
"24033610","0","0","0","1","F","(45,55]","Widower","Unskilled worker"
"24033710","0","0","0","0","F","(25,35]","Single","Employee"
"24033910","0","0","0","1","M","(45,55]","Married","Manual labourer"
"24034010","0","1","0","0","M","(35,45]","Remarried","Manual labourer"
"24034110","1","1","1","0","M","(55,65]","Married","Management"
"24034310","0","1","1","0","M","(45,55]","Married","Management"
"24034410","0","0","1","0","M","(25,35]","Married","Management"
"24034710","0","0","0","0","F","(25,35]","Married","Employee"
"24034810","0","0","0","0","M","(25,35]","Single","Employee"
"24035110","0","0","1","1","M","(35,45]","Married","Foreman"
"24035710","0","0","1","0","F","(55,65]","Married","Employee"
"24036010","0","1","0","1","M","(35,45]","Married","Manual labourer"
"24036110","1","0","0","0","M","(55,65]","Single","Employee"
"24036210","0","0","0","0","F","(35,45]","Single","Employee"
"24036510","0","1","0","0","M","(45,55]","Married","Manual labourer"
"24036610","1","1","1","0","M","(55,65]","Married","Management"
"24036710","0","0","0","0","M","(35,45]","Married","Manual labourer"
"24036810","1","0","1","0","F","(25,35]","Married","Foreman"
"24037010","0","0","1","0","F","(55,65]","Widower","Other"
"24037210","0","0","0","0","M","(25,35]","Single","Manual labourer"
"24037310","0","0","0","0","F","(85,100]","Widower","Foreman"
"24037510","0","0","0","0","M","(55,65]","Married","Manual labourer"
"24037610","0","0","0","0","M","(45,55]","Married","Foreman"
"24037910","1","1","1","0","M","(35,45]","Married","Management"
"24038010","1","1","1","0","M","(25,35]","Married","Management"
"24038210","0","0","1","0","M","(35,45]","Married","Manual labourer"
"24038310","0","1","0","1","M","(45,55]","Married","Manual labourer"
"24038410","1","0","1","0","M","(55,65]","Married","Unskilled worker"
"24038510","0","0","0","0","M","(85,100]","Married","Unskilled worker"
"24038910","0","1","1","0","M","(55,65]","Married","Employee"
"24039010","1","0","1","0","M","(55,65]","Divorcee","Management"
"24039110","0","0","1","0","F","(45,55]","Married","Employee"
"24039510","1","0","0","0","M","(45,55]","Remarried","Foreman"
"24039610","1","1","1","0","F","(35,45]","Divorcee","Management"
"24039710","0","0","0","0","M","(25,35]","Single","Employee"
"24040010","0","0","1","0","F","(45,55]","Married","Employee"
"24040210","1","1","1","0","M","(45,55]","Married","Management"
"24040310","0","0","1","0","F","(75,85]","Widower","Manual labourer"
"24040410","1","0","1","0","F","(25,35]","Single","Unskilled worker"
"24040510","0","0","0","0","F","(65,75]","Married","Employee"
"24040610","1","1","1","0","F","(55,65]","Married","Management"
"24040910","1","1","1","0","F","(55,65]","Married","Manual labourer"
"24041010","1","0","1","0","M","(35,45]","Married","Management"
"24041210","0","1","0","0","F","(25,35]","Married","Unskilled worker"
"24041310","0","0","1","0","M","(35,45]","Single","Foreman"
"24041410","1","0","1","0","F","(25,35]","Married","Management"
"24041510","0","0","0","1","M","(35,45]","Single","Unskilled worker"
"24041710","1","0","0","1","M","(35,45]","Married","Unskilled worker"
"24041810","0","1","0","0","M","(85,100]","Married","Other"
"24041910","0","0","0","0","F","(45,55]","Married","Unskilled worker"
"24042010","0","0","1","0","F","(55,65]","Widower","Other"
"24042110","0","0","0","0","F","(25,35]","Married","Employee"
"24042210","0","0","0","1","M","(45,55]","Remarried","Foreman"
"24042310","1","1","1","0","M","(55,65]","Married","Foreman"
"24042410","0","1","0","0","M","(45,55]","Married","Management"
"24042510","1","1","1","1","M","(25,35]","Single","Technician"
"24042610","0","0","0","0","F","(55,65]","Married","Employee"
"24042710","0","0","0","0","M","(75,85]","Married","Unskilled worker"
"24042910","0","1","0","0","F","(45,55]","Married","Unskilled worker"
"24043010","0","1","0","1","F","(55,65]","Remarried","Employee"
"24043110","0","1","1","1","F","(35,45]","Married","Manual labourer"
"24043210","0","0","0","0","F","(35,45]","Divorcee","Employee"
"24043310","0","0","0","0","F","(75,85]","Married","Employee"
"24043410","0","0","0","0","M","[15,25]","Single","Manual labourer"
"24043510","0","0","1","0","M","(45,55]","Married","Management"
"24043610","1","0","0","0","M","(65,75]","Married","Management"
"24043810","1","1","1","0","F","(35,45]","Single","Employee"
"24043910","1","1","1","0","M","(35,45]","Married","Management"
"24044110","0","0","1","0","F","(45,55]","Married","Unskilled worker"
"24044210","1","1","1","1","F","(65,75]","Married","Employee"
"24044310","1","0","0","0","M","(55,65]","Divorcee","Manual labourer"
"24044410","0","0","1","0","M","(45,55]","Single","Management"
"24044710","0","1","0","0","F","(45,55]","Married","Employee"
"24044810","0","1","1","1","M","(65,75]","Married","Foreman"
"24044910","0","0","0","0","M","(35,45]","Married","Manual labourer"
"24045110","1","1","1","0","M","(65,75]","Married","Foreman"
"24045210","1","0","1","0","F","(65,75]","Married","Other"
"24045310","0","0","1","1","M","(75,85]","Married","Other"
"24045410","0","1","1","1","M","(45,55]","Single","Foreman"
"24045510","0","1","0","1","M","(45,55]","Married","Technician"
"24045710","0","1","1","0","F","(35,45]","Divorcee","Employee"
"24045810","0","0","0","0","M","(55,65]","Married","Technician"
"24046010","0","1","0","0","F","(25,35]","Single","Employee"
"24046110","1","1","0","0","F","(35,45]","Single","Manual labourer"
"24046310","1","0","1","0","F","(45,55]","Divorcee","Management"
"24046410","1","1","1","0","M","(45,55]","Remarried","Management"
"24046610","0","0","1","0","M","(25,35]","Married","Technician"
"24046810","0","0","0","0","F","(25,35]","Married","Other"
"24047010","1","1","1","0","M","(35,45]","Married","Foreman"
"24047310","1","1","1","0","M","(65,75]","Married","Management"
"24047410","0","1","1","0","M","(65,75]","Married","Management"
"24047610","1","1","1","1","M","(45,55]","Married","Manual labourer"
"24047710","0","1","1","0","F","(35,45]","Remarried","Management"
"24047810","1","1","1","0","M","(55,65]","Married","Management"
"24047910","1","0","1","0","M","(25,35]","Married","Management"
"24048110","0","0","0","0","F","(45,55]","Married","Foreman"
"24048210","0","1","1","0","F","(55,65]","Married","Manual labourer"
"24048510","1","1","0","0","F","(35,45]","Married","Employee"
"24048610","0","1","1","0","M","(65,75]","Divorcee","Unskilled worker"
"24048910","1","0","0","0","F","(35,45]","Remarried","Management"
"24049210","1","0","0","0","F","(25,35]","Married","Employee"
"24049510","0","0","1","0","F","(25,35]","Married","Technician"
"24049710","0","0","0","0","M","(45,55]","Single","Employee"
"24049810","1","0","1","1","M","(55,65]","Widower","Management"
"24049910","0","0","0","0","M","(35,45]","Single","Management"
"24050010","0","0","0","0","M","(45,55]","Married","Manual labourer"
"24050210","1","0","0","0","F","(25,35]","Married","Management"
"24050510","0","0","0","0","M","(35,45]","Single","Unskilled worker"
"24050610","0","0","1","0","F","(45,55]","Widower","Employee"
"24050710","0","0","1","0","F","(45,55]","Married","Manual labourer"
"24050810","0","0","0","0","F","(65,75]","Widower","Unskilled worker"
"24050910","0","1","1","0","F","(45,55]","Married","Technician"
"24051010","0","1","0","0","F","(55,65]","Divorcee","Technician"
"24051310","0","0","0","0","F","(25,35]","Married","Employee"
"24051410","1","0","1","0","M","(45,55]","Married","Management"
"24051710","1","1","1","0","M","(25,35]","Single","Technician"
"24051810","1","1","1","0","F","(55,65]","Widower","Manual labourer"
"24051910","0","1","0","0","F","(65,75]","Divorcee","Employee"
"24052110","0","0","0","0","M","(85,100]","Married","Foreman"
"24052310","1","0","0","0","M","(45,55]","Divorcee","Management"
"24052410","0","1","0","0","M","(45,55]","Married","Management"
"24052710","1","1","0","0","M","(25,35]","Divorcee","Manual labourer"
"24052810","0","1","1","0","M","(55,65]","Married","Unskilled worker"
"24053210","0","1","1","1","M","(45,55]","Single","Manual labourer"
"24053910","1","1","1","0","F","(25,35]","Single","Management"
"24054010","0","1","1","0","F","(35,45]","Single","Employee"
"24054110","1","1","0","0","F","(55,65]","Remarried","Technician"
"24054210","0","1","1","0","M","(65,75]","Married","Management"
"24054410","1","1","1","0","F","(55,65]","Married","Employee"
"24054610","1","1","0","0","F","(35,45]","Married","Employee"
"24054710","1","1","1","0","F","[15,25]","Single","Employee"
"24054910","1","0","0","0","F","(25,35]","Divorcee","Technician"
"24055010","0","0","0","0","F","(25,35]","Single","Employee"
"24055110","0","1","1","0","F","(35,45]","Married","Employee"
"24055210","1","0","0","0","M","(25,35]","Single","Manual labourer"
"24055310","0","0","0","0","F","(25,35]","Single","Employee"
"24055410","0","1","1","0","M","[15,25]","Single","Employee"
"24055810","0","1","0","0","F","(65,75]","Widower","Employee"
"24056210","0","1","1","0","M","(75,85]","Married","Foreman"
"24056310","0","0","0","0","F","(45,55]","Single","Unskilled worker"
"24056510","0","1","0","0","F","(65,75]","Single","Employee"
"24057710","1","0","0","0","M","(35,45]","Single","Management"
"24057910","1","0","1","0","M","(25,35]","Married","Management"
"24058010","0","1","1","0","M","(55,65]","Remarried","Management"
"24058310","0","1","0","1","F","[15,25]","Married","Unskilled worker"
"24058410","0","1","1","0","M","(35,45]","Single","Foreman"
"24058510","1","0","0","0","F","(35,45]","Married","Other"
"24058710","1","0","1","0","F","(65,75]","Married","Management"
"24059210","0","0","1","0","F","[15,25]","Single","Foreman"
"24059410","0","0","0","0","M","(25,35]","Married","Employee"
"24059510","0","0","1","0","M","(45,55]","Married","Manual labourer"
"24059810","1","1","0","0","F","[15,25]","Married","Employee"
"24060010","0","0","0","0","M","(75,85]","Married","Management"
"24060710","1","0","1","0","F","(25,35]","Single","Employee"
"24060910","1","0","0","0","M","[15,25]","Married","Management"
"24061310","1","1","1","1","M","(35,45]","Married","Technician"
"24061710","0","1","0","0","F","(35,45]","Single","Employee"
"24061810","0","0","0","0","F","(55,65]","Widower","Management"
"24061910","0","0","1","0","F","(45,55]","Married","Technician"
"24062410","0","0","0","0","F","(25,35]","Married","Employee"
"24062510","0","0","0","0","F","(45,55]","Married","Employee"
"24062610","0","0","0","0","M","(45,55]","Remarried","Manual labourer"
"24062710","0","0","1","0","F","[15,25]","Single","Employee"
"24063110","0","0","1","0","M","(25,35]","Single","Employee"
"24063210","1","1","1","0","F","(25,35]","Married","Management"
"24063610","1","0","1","0","F","[15,25]","Married","Employee"
"24063810","0","0","1","0","F","(45,55]","Married","Employee"
"24063910","1","0","1","0","M","[15,25]","Single","Employee"
"24064010","0","1","1","0","F","(65,75]","Married","Technician"
"24064310","0","1","1","0","M","(25,35]","Single","Unskilled worker"
"24064610","0","1","0","0","F","(45,55]","Married","Foreman"
"24064910","0","0","0","0","F","(35,45]","Married","Employee"
"24065110","1","0","1","0","F","(45,55]","Married","Foreman"
"24065510","0","1","0","0","F","(25,35]","Single","Management"
"24065710","1","1","1","0","M","(45,55]","Married","Management"
"24065910","0","1","1","0","F","(45,55]","Married","Employee"
"24066010","0","1","1","0","M","(55,65]","Married","Management"
"24066110","0","1","1","0","F","(55,65]","Remarried","Employee"
"24066210","0","1","0","0","M","(55,65]","Remarried","Employee"
"24066310","0","1","1","0","F","(55,65]","Married","Employee"
"24066410","0","0","0","0","F","(45,55]","Divorcee","Employee"
"24066610","1","0","1","0","F","(45,55]","Remarried","Management"
"24066910","0","1","0","0","M","(65,75]","Married","Management"
"24067310","1","0","1","0","F","(35,45]","Married","Management"
